_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v,processed,sentiment
663fa41f8a91151dd2fa292f,Wed Nov 29 14:32:35 +0000 2023,1.72987E+18,"@crezative Betoools.  Kalo aku, dari jaman ribat-ribut politik hobinya manage following. Unfollow atau mute, adalah jalan ninjaku. 🥷  Masih muak? Pilih uninstall twitter demi damaiku.🤣",0,0,0,0,in,90679150,1.7295E+18,iitsibarani_,https://twitter.com/iitsibarani_/status/1729870980791898460,,,,,"['betoools', 'jaman', 'ribatribut', 'politik', 'hobinya', 'manage', 'following', 'unfollow', 'mute', 'jalan', 'ninjaku', 'muak', 'pilih', 'uninstall', 'twitter', 'damaiku']",Negatif
663fa41f8a91151dd2fa2930,Wed Nov 29 14:31:55 +0000 2023,1.72987E+18,INI BENER BANGET YAA ALLAH TOLONG KEMBALIKAN KETIKAN LUCUKU TANPA UNSUR POLITIK,0,0,0,0,in,235012308,1.72987E+18,ynswhyn,https://twitter.com/ynswhyn/status/1729870809592995988,,,,,"['benar-benar', 'banget', 'allah', 'tolong', 'kembalikan', 'ketikan', 'lucuku', 'unsur', 'politik']",Positif
663fa41f8a91151dd2fa2931,Wed Nov 29 14:31:52 +0000 2023,1.72987E+18,@Gus_Raharjo Riang gembira dan humoris dalam politik bisa membantu menarik perhatian dan menciptakan kedekatan dengan masyarakat.,0,0,0,0,in,1.48491E+18,1.72972E+18,_Lonamaya,https://twitter.com/_Lonamaya/status/1729870798838714461,,,,,"['raharjo', 'riang', 'gembira', 'humoris', 'politik', 'membantu', 'menarik', 'perhatian', 'menciptakan', 'kedekatan', 'masyarakat']",Positif
663fa41f8a91151dd2fa2932,Wed Nov 29 14:31:51 +0000 2023,1.72987E+18,"@Kimberley_2024 Dalam politik, apakah makan siang gratis benar-benar gratis?  Kalau ia, sejak sekarang mari kita bakar klausa dalam politik, tidak ada makan siang gratis"".  This.""",1,2,1,1,in,1965334135,1.72976E+18,yadhijashar,https://twitter.com/yadhijashar/status/1729870795101643083,,,,,"['politik', 'makan', 'siang', 'gratis', 'benarbenar', 'gratis', 'mari', 'bakar', 'klausa', 'politik', 'tidak', 'makan', 'siang', 'gratis', 'this']",Negatif
663fa41f8a91151dd2fa2933,Wed Nov 29 14:31:45 +0000 2023,1.72987E+18,"@IdrisMarkoni @VIVAcoid Pantas jadi jongosnya kan dia bukan kiai bukan Gus,dia makelar politik wkwkwkwk",0,0,0,0,in,1.70673E+18,1.72978E+18,MohSalim299487,https://twitter.com/MohSalim299487/status/1729870767196942638,,,,,"['jongosnya', 'bukan', 'kiai', 'bukan', 'gusdia', 'makelar', 'politik', 'wkwkwkwk']",Negatif
663fa41f8a91151dd2fa2934,Wed Nov 29 14:31:44 +0000 2023,1.72987E+18,"@tvOneNews Kalau yang begini termasuk money politic nggak sih, tentu nggak lah itu kan MASU politik 😭😭😭",0,0,0,0,in,9.36963E+17,1.72965E+18,jogja_sulis,https://twitter.com/jogja_sulis/status/1729870763778609616,,,,,"['money', 'politic', 'enggak', 'enggak', 'masu', 'politik']",Negatif
663fa41f8a91151dd2fa2935,Wed Nov 29 14:31:21 +0000 2023,1.72987E+18,"@oryaoiii @fmaulana179 @kompascom Kurangnya bukti bukan menjadi alasan pelaporan disebut fitnah. Ini jelas kekeliruan pikir. Kurangnya bukti seharusnya dilengkapi dan dibantu penelusurannya.  Alasan penangkapan Ketua KPK saat ini adalah indikasi jelas, bahwa KPK menjadi alat politik, bukan lagi penegakan hukum.",0,4,1,18,in,1.25225E+18,1.72981E+18,muldirun,https://twitter.com/muldirun/status/1729870667192115357,,,,,"['kurangnya', 'bukti', 'bukan', 'alasan', 'pelaporan', 'fitnah', 'jelas-jelas', 'kekeliruan', 'pikir-pikir', 'kurangnya', 'bukti', 'dilengkapi', 'dibantu', 'penelusurannya', 'alasan', 'penangkapan', 'ketua', 'kpk', 'indikasi', 'jelas-jelas', 'kpk', 'alat', 'politik', 'bukan', 'penegakan', 'hukum']",Negatif
663fa41f8a91151dd2fa2936,Wed Nov 29 14:31:01 +0000 2023,1.72987E+18,"@psi_id Asik Politik jadi kekinian banget dengan sentuhan Gemoy, bikin gak bosen teman²🫰🏼",0,0,0,0,in,945481436,1.72984E+18,axelbaronn,https://twitter.com/axelbaronn/status/1729870584266543267,,,,,"['id', 'asik', 'politik', 'kekinian', 'banget', 'sentuhan', 'gemoy', 'enggak', 'bosan', 'teman']",Positif
663fa41f8a91151dd2fa2937,Wed Nov 29 14:30:45 +0000 2023,1.72987E+18,"@OssyDermawan Mereka yang menolak dan mencemooh gemoy"" sebenarnya kurang memahami realitas massa. Generasi Gibran ga butuh hal² yg menyita pikiran yg berat².  Utk menarik suara di TPS nanti tdk butuh debat gagasan yg memusingkan. Mereka ingin politik dg happy² bukan maki².""",0,0,0,0,in,1.2943E+18,1.72951E+18,SiputUpdate,https://twitter.com/SiputUpdate/status/1729870519099658740,,,,,"['menolak', 'mencemooh', 'gemoy', 'memahami', 'realitas', 'massa', 'generasi', 'gibran', 'enggak', 'butuh', 'menyita', 'pikiran', 'berat', 'menarik', 'suara', 'tps', 'tidak', 'butuh', 'debat', 'gagasan', 'memusingkan', 'politik', 'happy', 'bukan', 'maki-maki']",Positif
663fa41f8a91151dd2fa2938,Wed Nov 29 14:30:36 +0000 2023,1.72987E+18,"@strike_bravo_b strategi politik tapi ga segitunya, itu timnya dah gendut, banyak orang bisa ngomongin mewakili paslonnya, malah tidak hadir, sayang sekali ga bisa dengerin jawaban lks pas esde dulu.",0,0,0,1,in,1.51416E+18,1.72986E+18,Mochi5435,https://twitter.com/Mochi5435/status/1729870480973455574,,,,,"['bravob', 'strategi', 'politik', 'enggak', 'sebegitunya', 'timnya', 'deh', 'gendut', 'orang-orang', 'mengomongkan', 'mewakili', 'paslonnya', 'tidak', 'hadir', 'sayang', 'enggak', 'dengarkan', 'lks', 'pas', 'esde']",Negatif
663fa41f8a91151dd2fa2939,Wed Nov 29 14:30:24 +0000 2023,1.72987E+18,@AREAJULID Spill rate card kalo berbau politik min,0,0,0,0,in,1.43292E+18,1.72983E+18,tidurbesokkaya,https://twitter.com/tidurbesokkaya/status/1729870431501639806,,,,,"['spill', 'rate', 'card', 'berbau', 'politik', 'min']",Negatif
663fa41f8a91151dd2fa293a,Wed Nov 29 14:29:41 +0000 2023,1.72987E+18,@idextratime saatnya keluar dari zona gimik politik,0,0,0,0,in,1.13569E+18,1.72985E+18,cryufh,https://twitter.com/cryufh/status/1729870248692875559,,,,,"['zona', 'gimik', 'politik']",Negatif
663fa41f8a91151dd2fa293b,Wed Nov 29 14:29:17 +0000 2023,1.72987E+18,"Momentum HUT Korpri, Bupati #Karanganyar Ingatkan ASN Tidak Main Politik Praktis #klikRMOL https://t.co/9z7JPtlpa8",0,0,0,0,in,9.50628E+17,1.72987E+18,rmoljateng,https://twitter.com/rmoljateng/status/1729870147043881351,,,,,"['momentum', 'hut', 'korpri', 'bupati', 'ingatkan', 'asn', 'tidak', 'main', 'politik', 'praktis']",Negatif
