_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v,processed,sentiment
663fa40f8a91151dd2f9eeaa,Sun Dec 17 21:36:47 +0000 2023,1.7365e+18,"@LaeEnrich @frhndby Tp nggak semua bang yg mikirin fyp, tadi aja udah ada konten akun tiktok fans freya yg konteks nya ssk gitu, siapa tau ada paus yg vote freya dari fans jalur tiktok, o ya satu lagi nggak semua fans freya itu bocil bang, gw aja mau lulus kuliah dan ngefans freya jalur tiktok",0,1,0,2,in,1.33602e+18,1.73641e+18,M_Hfid_AP,https://twitter.com/M_Hfid_AP/status/1736500712262205920,,,,,"['enggak', 'bang', 'memikirkan', 'fyp', 'konten', 'akun', 'tiktok', 'fan', 'freya', 'konteks', 'ssk', 'paus', 'vote', 'freya', 'fan', 'jalur', 'tiktok', 'enggak', 'fan', 'freya', 'bocil', 'bang', 'gue', 'lulus', 'kuliah', 'fan', 'freya', 'jalur', 'tiktok']",
663fa40f8a91151dd2f9eec0,Sun Dec 17 21:05:33 +0000 2023,1.73649e+18,Kuliah gksih gw,0,1,0,0,in,1.6717e+18,1.73649e+18,onamiie,https://twitter.com/onamiie/status/1736492854363783375,,,,,"['kuliah', 'gksih', 'gue']",
663fa40f8a91151dd2f9eecf,Sun Dec 17 20:48:20 +0000 2023,1.73649e+18,@azkalfernata @convomfs Freelance usia 16 Fulltime usia 22 setelah lulus kuliah,0,0,0,0,in,2318307097.0,1.73637e+18,KocengKpop,https://twitter.com/KocengKpop/status/1736488519500243274,,,,,"['freelance', 'usia', 'fulltime', 'usia', 'lulus', 'kuliah']",
663fa40f8a91151dd2f9eedd,Sun Dec 17 20:29:40 +0000 2023,1.73648e+18,@tanyakanrl Temen kuliah.,0,0,0,0,in,71774587.0,1.73636e+18,julianz73,https://twitter.com/julianz73/status/1736483824522170651,,,,,"['teman', 'kuliah']",
663fa40f8a91151dd2f9eefb,Sun Dec 17 19:57:40 +0000 2023,1.73648e+18,"@worksfess mau nanya juga karena mau kuliah, UT menurut kalian gmana? soal nyaa waktu nya susah untuk ambil kuliah di kampus lain karena takut bentrok sama kerjaan",0,0,0,0,in,1.16165e+18,1.73632e+18,borusara28,https://twitter.com/borusara28/status/1736475770351214923,,,,,"['kuliah', 'ut', 'susah', 'ambil', 'kuliah', 'kampus', 'takut', 'bentrok', 'pekerjaan']",
663fa40f8a91151dd2f9ef07,Sun Dec 17 19:45:55 +0000 2023,1.73647e+18,Jurusan kuliah,0,0,0,0,in,287017771.0,1.73647e+18,nowt__,https://twitter.com/nowt__/status/1736472811575603267,,,,,"['jurusan', 'kuliah']",
663fa40f8a91151dd2f9ef1c,Sun Dec 17 19:28:51 +0000 2023,1.73647e+18,Kuliah Sejarah lulus mau jadi apa? The answer :,0,0,0,1,in,1.14306e+18,1.73647e+18,piledriverpark,https://twitter.com/piledriverpark/status/1736468517363634323,,,,,"['kuliah', 'sejarah', 'lulus', 'apa-apa', 'the', 'answer']",
663fa40f8a91151dd2f9ef23,Sun Dec 17 19:20:18 +0000 2023,1.73647e+18,@cimorymente Nanti ga ada acara? Kuliah atau kerja gitu?,0,2,0,0,in,1.71372e+18,1.73646e+18,tryagainx8,https://twitter.com/tryagainx8/status/1736466368802017690,,,,,"['enggak', 'acara', 'kuliah', 'kerja']",
663fa40f8a91151dd2f9ef28,Sun Dec 17 19:16:20 +0000 2023,1.73647e+18,@convomfs Kerja dimana? Apa kuliah?,0,0,0,0,in,2273150256.0,1.73634e+18,jumeng_11,https://twitter.com/jumeng_11/status/1736465369437712639,,,,,"['kerja', 'dimana-mana', 'apa-apa', 'kuliah']",
663fa40f8a91151dd2f9ef3f,Sun Dec 17 19:03:42 +0000 2023,1.73646e+18,"@miftahulrespati @clorienwien @1000waystod1e udah agak lama ini keknya doy, masih waktu kuliah keliatannya. ini motor vs pick up seingetku",0,0,0,0,in,106644387.0,1.73615e+18,BblcStr,https://twitter.com/BblcStr/status/1736462190545355188,,,,,"['kayaknya', 'doy', 'kuliah', 'motor', 'vs', 'pick', 'up', 'seingetku']",
